age,annual_income,loan_amount,loan_term_months,credit_score,existing_debt,derogatory_marks,employment_length_years,dti_ratio,loan_to_income,default
42,37080.8,33074.12,48,615,36288.17,0,18,11.9665,0.8919,1
31,79416.62,27083.36,48,667,16850.61,0,3,2.6314,0.341,1
47,51230.23,27024.99,48,642,17639.79,0,11,4.2638,0.5275,1
23,226014.81,19747.9,24,664,27155.84,0,17,1.4855,0.0874,0
37,14644.89,7922.93,60,372,8668.05,0,17,7.2108,0.541,1
64,59161.3,20503.22,36,421,34929.76,0,5,7.2005,0.3466,1
48,37386.55,18576.05,36,485,17391.82,0,10,5.7479,0.4969,1
49,27622.22,30414.68,36,618,37266.09,0,4,16.5566,1.1011,1
41,48152.98,43100.49,24,841,11215.1,1,15,3.2424,0.8951,1
67,46038.34,20018.01,24,652,18890.9,0,10,5.1414,0.4348,1
36,93590.83,36067.29,36,654,31237.37,1,4,4.1336,0.3854,1
57,51779.78,40967.86,36,405,22459.11,0,8,5.4686,0.7912,1
40,32348.37,12164.07,36,717,26619.2,0,22,10.0,0.376,1
26,59905.66,45279.21,48,504,11587.5,0,10,2.5101,0.7558,1
39,42710.88,5381.36,60,681,13474.14,0,14,3.8109,0.126,1
25,24952.09,45282.53,24,596,20550.73,2,24,10.7907,1.8148,1
23,42229.44,9854.38,24,578,8497.95,1,16,2.5315,0.2334,1
21,56306.5,18184.14,48,488,5489.09,0,17,1.2506,0.3229,0
58,51193.58,31051.29,24,842,33830.19,0,20,8.2332,0.6065,1
35,59765.74,45472.8,36,749,31106.75,0,13,6.4994,0.7609,1
54,35742.97,14273.67,24,557,37316.25,1,6,12.7279,0.3993,1
55,59312.01,38651.55,48,752,23668.8,0,23,4.9516,0.6517,1
69,52684.13,36100.92,60,377,17100.48,2,22,4.0321,0.6852,1
45,52941.23,9666.02,36,322,4569.33,1,15,1.0966,0.1826,0
44,49981.79,25014.27,24,802,34093.46,0,8,8.4356,0.5005,1
32,180892.09,25112.24,36,484,18522.24,0,2,1.275,0.1388,0
38,95423.08,16621.37,60,846,22664.79,0,20,2.8851,0.1742,0
35,58526.51,39436.22,24,812,12884.17,0,15,2.9786,0.6738,1
64,30329.49,46444.82,36,348,21192.98,0,21,8.8955,1.5313,1
36,41134.42,36395.48,48,467,31379.22,0,6,9.3753,0.8848,1
47,129246.01,48701.83,48,320,28634.26,0,6,2.7528,0.3768,1
28,34969.71,4422.49,60,691,39562.44,0,19,13.6013,0.1265,1
66,44380.8,3786.69,60,404,20078.13,0,0,5.4459,0.0853,1
45,42922.78,44905.22,60,589,21423.14,1,7,6.1985,1.0462,1
37,61128.43,45094.42,24,725,2582.68,0,0,0.8759,0.7377,0
49,37722.5,7141.8,60,528,15880.62,1,11,5.0897,0.1893,1
28,54508.66,19157.41,24,480,36923.12,1,16,8.3043,0.3515,1
35,38231.3,42098.94,36,651,14343.81,0,24,4.8693,1.1012,1
47,107872.63,8169.95,48,524,30761.42,1,9,3.4409,0.0757,1
66,32475.25,14836.55,36,533,39115.18,0,18,14.6058,0.4569,1
27,88131.64,34687.81,48,565,5510.52,0,8,0.8487,0.3936,0
23,34507.03,49131.15,60,613,13692.73,0,9,5.0465,1.4238,1
49,29370.68,40262.66,36,798,19237.78,0,10,8.3169,1.3708,1
64,32193.65,39311.25,36,517,9876.31,0,9,4.0884,1.2211,1
44,17555.78,18447.81,60,510,991.24,1,16,0.8877,1.0508,0
23,63777.71,33744.47,36,398,19009.86,2,6,3.7531,0.5291,1
40,24382.34,7428.24,24,687,21696.34,0,4,10.8304,0.3047,1
66,39547.13,49628.82,48,644,25204.66,0,19,7.9617,1.2549,1
35,77417.87,25068.05,60,552,33175.0,0,11,5.207,0.3238,1
45,75933.38,32662.78,24,823,10495.18,0,4,1.8737,0.4302,1
50,20764.59,44056.25,24,417,2910.92,0,0,2.7431,2.1217,1
34,59061.0,2046.32,60,508,4048.48,2,9,0.8295,0.0346,0
27,97177.69,48847.16,36,708,20147.68,0,6,2.6555,0.5027,1
37,33452.92,19239.65,48,780,36928.34,0,11,13.3905,0.5751,1
64,66712.26,18300.36,24,628,39297.33,0,1,7.2058,0.2743,1
40,24687.0,8963.04,36,482,8599.53,1,8,4.3011,0.3631,1
56,61783.66,43192.85,60,716,6502.71,0,4,1.4028,0.6991,1
29,53037.94,43800.3,60,382,14462.14,1,4,3.4373,0.8258,1
58,72888.65,2959.47,48,553,18823.64,0,13,3.1092,0.0406,1
68,70226.97,4674.81,60,304,32418.58,2,18,5.5528,0.0666,1
42,21761.77,46080.4,48,602,31096.97,0,17,17.677,2.1175,1
22,53206.29,7897.67,60,835,36945.31,0,7,8.3622,0.1484,1
44,117213.01,31804.52,60,727,34394.98,0,24,3.5755,0.2713,1
28,13211.13,31743.22,24,526,17832.3,2,2,17.3989,2.4028,1
31,87566.67,43747.06,36,689,1251.4,0,13,0.338,0.4996,0
33,128158.5,29487.4,24,311,9845.29,0,10,1.0369,0.2301,1
37,20114.95,22832.55,48,636,24597.15,0,7,14.9577,1.1351,1
28,32780.22,48770.28,24,428,20309.03,0,21,8.1785,1.4878,1
41,66879.38,12983.14,60,310,9986.33,0,11,1.8306,0.1941,1
38,28805.6,14610.46,60,789,5698.17,0,10,2.4752,0.5072,1
50,111162.4,6068.94,36,571,9032.48,0,8,0.9933,0.0546,0
38,92534.59,48815.21,48,656,10759.92,1,3,1.5272,0.5275,1
66,21354.59,35905.29,60,391,34757.98,0,18,19.8682,1.6814,1
67,31387.5,2580.66,36,308,28555.35,0,6,10.9446,0.0822,1
51,77800.42,35807.07,36,422,22317.13,0,16,3.5956,0.4602,1
58,75992.93,21398.53,60,580,1327.17,0,15,0.2659,0.2816,0
52,185547.1,48442.39,60,757,32937.26,1,18,2.1824,0.2611,0
31,28913.7,15314.6,48,750,22322.31,0,22,9.3968,0.5297,1
65,117657.21,36093.74,36,706,25279.95,0,11,2.6806,0.3068,1
45,28329.29,32116.84,36,355,3093.04,0,6,1.6881,1.1337,1
53,66183.9,2578.4,36,678,32686.58,1,24,5.9395,0.039,1
58,83734.43,44490.41,48,801,33365.11,2,13,4.9144,0.5313,1
61,8132.8,8701.41,36,322,35392.01,0,24,52.5778,1.0699,1
28,84687.54,33852.26,24,544,21359.53,0,10,3.2265,0.3997,1
31,112503.75,39226.33,24,717,16064.76,1,10,1.8879,0.3487,1
42,94611.0,32284.53,36,530,3385.33,0,6,0.5431,0.3412,0
44,168047.72,6661.47,24,509,8158.46,0,10,0.6024,0.0396,1
61,87474.83,48808.6,24,461,9409.97,0,2,1.5699,0.558,1
37,35513.81,13367.26,48,676,2976.25,0,14,1.0998,0.3764,1
32,103095.05,32137.51,36,469,6597.82,0,2,0.8719,0.3117,1
66,34324.69,40264.55,48,638,35528.74,0,20,12.7142,1.173,1
52,51505.85,47083.33,36,773,22043.4,0,8,5.4405,0.9141,1
35,80746.51,30992.51,60,526,30697.41,0,16,4.6388,0.3838,1
36,64141.6,14434.6,24,662,11363.44,0,16,2.2385,0.225,1
42,110269.12,42158.67,48,778,5816.63,0,24,0.7286,0.3823,0
48,218208.18,9834.56,48,774,15243.53,1,11,0.8496,0.0451,0
40,24774.78,3069.56,60,494,31822.92,0,6,15.4386,0.1239,1
53,40255.36,45591.15,60,311,12244.59,0,10,3.8766,1.1325,1
30,59268.13,29618.67,24,794,8579.13,2,13,1.9869,0.4997,1
60,37126.47,5342.79,24,361,1384.69,0,19,0.5195,0.1439,0
52,46843.91,29827.01,36,828,25148.44,0,0,6.6545,0.6367,1
53,78080.2,8960.68,36,570,17714.96,1,5,2.7608,0.1148,1
22,72095.36,3506.53,60,837,10720.89,0,24,1.7942,0.0486,1
53,56862.97,7593.15,24,364,21030.29,0,21,4.5049,0.1335,1
53,53564.31,39205.16,24,779,28174.65,2,20,6.6779,0.7319,1
61,42859.3,38271.72,60,789,10274.94,0,16,3.0554,0.893,1
33,113858.72,31007.27,60,367,24546.44,0,24,2.6415,0.2723,1
50,132990.54,12047.76,48,661,10776.04,3,8,0.995,0.0906,0
53,90335.74,37470.42,60,318,39473.1,0,0,5.3265,0.4148,1
33,24596.86,21586.17,48,844,29429.42,0,11,14.577,0.8776,1
46,41884.61,26516.17,36,390,24305.0,3,19,7.1744,0.6331,1
42,55259.72,45086.75,60,537,7307.07,0,16,1.75,0.8159,1
59,27877.73,23977.16,60,761,23662.56,0,3,10.3576,0.8601,1
22,51402.92,32065.58,60,323,32118.02,0,22,7.6227,0.6238,1
58,49678.78,48164.07,48,526,29615.74,1,7,7.3961,0.9695,1
59,93946.7,23666.72,60,680,31232.0,0,18,4.0397,0.2519,1
46,36352.77,28914.94,60,305,13053.08,0,18,4.4679,0.7954,1
66,98516.74,30051.9,24,656,13466.41,0,4,1.7928,0.305,1
35,27600.22,13554.15,24,456,21785.92,0,10,9.7176,0.4911,1
54,30010.32,37372.26,24,500,11506.99,0,5,5.2239,1.2453,1
62,39041.58,36878.58,60,524,4964.02,0,12,1.7147,0.9446,1
64,50449.25,12250.72,24,762,18714.31,2,18,4.5729,0.2428,1
69,11499.89,2640.23,36,556,576.0,0,5,0.6776,0.2296,0
60,64574.74,49949.2,24,730,30549.95,1,22,6.0639,0.7735,1
31,136708.41,29916.21,60,724,30112.63,0,12,2.687,0.2188,1
23,72457.95,10689.54,24,706,22300.68,0,5,3.7671,0.1475,1
26,43200.1,15611.14,24,404,30030.95,0,15,8.5226,0.3614,1
29,25571.8,31654.02,24,551,25168.87,0,21,12.4298,1.2378,1
26,16517.68,8605.55,36,398,28049.48,0,17,20.5515,0.521,1
29,18291.39,3789.47,36,477,3053.91,0,10,2.0726,0.2072,1
59,45319.65,40327.03,48,564,35309.99,2,19,9.572,0.8898,1
51,173536.98,36360.62,60,431,25935.28,0,16,1.8353,0.2095,1
52,9602.28,16860.88,36,498,24619.92,0,9,31.3529,1.7559,1
61,74617.53,4807.59,36,356,15796.02,0,15,2.5618,0.0644,1
32,32642.51,25341.0,36,708,1611.35,1,4,0.8511,0.7763,0
28,40082.82,15256.94,60,561,36107.74,0,9,10.8861,0.3806,1
28,27927.88,21093.4,48,417,39433.78,0,2,17.1327,0.7553,1
48,21580.31,15150.53,60,784,32407.57,0,18,18.161,0.7021,1
40,52858.95,10412.85,24,620,36644.05,0,3,8.4174,0.197,1
67,57393.26,20575.51,48,607,5277.82,1,11,1.1931,0.3585,0
27,73203.9,48314.92,24,789,5582.67,0,24,1.2451,0.66,0
31,17833.85,14778.94,36,620,35244.45,0,21,23.9914,0.8287,1
40,82816.57,18126.4,60,655,2771.48,1,9,0.4454,0.2189,0
36,83707.56,17803.62,24,819,4181.54,0,10,0.7058,0.2127,0
24,63240.25,25053.86,48,825,32765.47,0,7,6.3164,0.3962,1
26,38079.18,42488.27,24,323,22500.5,0,11,7.6485,1.1158,1
42,58986.18,21301.88,24,491,15973.22,3,13,3.4301,0.3611,1
46,44521.64,40695.1,36,648,22361.21,0,20,6.3317,0.9141,1
23,87650.25,7520.58,24,324,35210.53,0,21,4.8635,0.0858,1
61,39343.0,44955.55,24,689,30406.73,0,2,9.8457,1.1427,1
62,52303.3,10894.6,36,489,27818.49,0,10,6.4519,0.2083,1
34,17274.85,3881.67,48,327,39086.98,0,6,27.208,0.2247,1
31,58875.47,9601.02,36,840,21091.62,0,14,4.3533,0.1631,1
38,31265.4,11155.99,24,790,749.8,0,10,0.4662,0.3568,0
32,66667.96,26408.2,60,787,17446.8,0,24,3.2196,0.3961,1
43,78672.97,23597.04,36,471,4314.59,0,24,0.7581,0.2999,0
32,33996.61,36361.97,36,337,5099.92,0,6,2.1567,1.0696,1
33,49946.76,4445.65,24,598,10568.59,2,18,2.5837,0.089,1
45,54431.43,25889.9,60,565,15564.0,3,15,3.5264,0.4756,1
65,61134.9,17958.62,48,326,19523.18,0,20,3.9056,0.2938,1
39,78740.64,32273.9,60,751,7207.89,1,24,1.1805,0.4099,1
66,72795.3,4097.59,36,768,12812.95,2,24,2.1309,0.0563,1
56,39029.22,3676.87,60,384,11423.31,1,18,3.5311,0.0942,1
65,127898.61,22508.08,48,312,14927.27,0,12,1.4445,0.176,1
28,76971.65,40944.3,60,558,4765.63,0,20,0.8494,0.5319,1
49,113901.19,34212.52,60,399,16194.97,0,16,1.7663,0.3004,1
52,60356.51,2801.89,60,560,22396.84,0,13,4.4622,0.0464,1
64,62535.1,10566.66,36,577,4329.45,0,22,0.8871,0.169,0
38,45692.31,12883.11,24,365,21070.42,0,1,5.6746,0.282,1
26,37561.52,22306.83,24,677,30358.56,0,21,9.9958,0.5939,1
38,88009.75,30162.35,60,816,825.47,0,9,0.1811,0.3427,0
39,57454.83,12390.09,36,416,2377.36,1,5,0.5684,0.2156,1
42,45299.97,20360.68,36,798,18925.73,0,15,5.1633,0.4495,1
57,26540.44,30029.28,36,504,34974.71,0,6,16.1906,1.1315,1
52,124625.6,20404.89,24,379,39912.65,0,18,3.925,0.1637,1
61,52447.88,8872.13,36,317,4189.06,0,23,1.0148,0.1692,1
23,23481.46,25599.73,60,357,1224.51,2,20,0.8438,1.0902,1
48,51475.1,17551.72,24,411,9536.41,0,9,2.3936,0.341,1
30,43453.55,43481.04,36,614,18965.07,0,19,5.5709,1.0006,1
55,42396.97,39230.0,60,461,23085.94,0,14,6.7193,0.9253,1
49,69269.22,11133.2,24,623,38952.65,0,11,6.8284,0.1607,1
35,43489.56,9326.52,36,630,35594.32,0,24,9.893,0.2145,1
53,40810.74,18688.48,48,801,22702.9,0,8,6.79,0.4579,1
27,111017.47,21784.38,60,356,14787.7,0,17,1.6377,0.1962,1
32,17261.95,46736.87,48,464,13191.24,0,16,9.847,2.7075,1
69,47532.58,16477.8,24,465,23118.67,1,18,6.0098,0.3467,1
50,85588.92,43644.05,36,596,28993.44,0,9,4.235,0.5099,1
41,71407.59,26254.85,60,303,19525.8,3,7,3.3548,0.3677,1
51,90402.68,44509.94,60,709,12523.75,1,19,1.7609,0.4924,1
44,164875.04,35693.78,60,405,24720.03,0,4,1.8425,0.2165,1
40,135858.75,36002.67,48,465,22538.71,3,12,2.057,0.265,1
57,24506.14,26902.28,36,553,17381.05,1,20,8.877,1.0978,1
24,18649.56,42334.59,36,427,30060.05,0,1,20.0987,2.27,1
48,59641.77,14212.39,36,785,11647.73,0,0,2.423,0.2383,1
64,21753.49,45552.86,48,375,19654.54,0,7,11.3657,2.094,1
40,15430.76,32565.24,24,520,37643.41,3,9,30.3293,2.1104,1
44,59263.31,23058.03,48,733,29051.73,0,4,5.9798,0.3891,1
69,68887.31,49145.12,24,836,15824.89,0,17,3.1134,0.7134,1
52,136855.98,43376.68,48,738,22074.02,0,22,2.0148,0.317,1
61,77734.83,39057.01,36,734,16516.53,0,1,2.7172,0.5024,1
56,155086.15,15147.32,36,825,4945.65,0,21,0.4152,0.0977,0
54,60677.76,48739.55,36,432,13730.02,0,8,2.9831,0.8033,0
56,24791.05,37663.4,48,740,34487.5,0,15,17.0733,1.5192,1
22,80282.92,31050.43,60,833,18717.48,0,19,2.8751,0.3868,1
35,109161.95,46246.36,48,690,23593.18,0,20,2.6995,0.4236,1
54,61985.18,9784.72,24,543,7667.15,0,16,1.5632,0.1579,1
56,117046.93,8672.77,48,445,14571.14,0,15,1.5124,0.0741,1
26,45526.49,29058.24,24,714,37203.6,0,0,10.1254,0.6383,1
59,68018.8,4722.25,48,726,12912.7,0,24,2.2954,0.0694,0
62,44152.32,33871.37,60,511,10397.16,0,4,2.9792,0.7671,1
32,204316.63,13555.57,60,548,2708.04,0,18,0.1723,0.0663,0
23,81206.97,7713.28,36,334,4340.62,1,17,0.6731,0.095,1
65,25083.79,21655.8,60,552,23599.18,1,22,11.4624,0.8633,1
38,148978.68,24365.58,48,585,26571.3,0,19,2.1812,0.1636,1
60,31574.09,10183.27,60,509,25842.43,0,2,9.8861,0.3225,1
41,49425.29,3993.69,36,409,21823.26,1,17,5.3254,0.0808,1
35,64924.51,21874.67,48,629,19893.37,0,10,3.7611,0.3369,1
53,68186.04,38457.26,24,441,3349.57,0,10,0.8715,0.564,1
55,65528.03,43961.59,48,386,33707.47,0,10,6.3405,0.6709,1
46,24839.06,6682.32,36,439,20766.69,0,9,10.1223,0.269,1
28,65658.4,27184.42,60,631,5710.63,0,9,1.1265,0.414,1
56,94881.84,14643.34,60,325,5866.05,0,3,0.7728,0.1543,1
68,93257.37,19982.43,48,661,20761.78,0,8,2.7251,0.2143,1
50,22447.0,46805.21,24,659,10160.78,0,9,6.4744,2.0851,1
43,33077.49,18899.59,24,514,36917.62,0,12,13.6788,0.5714,1
62,26194.04,19536.6,24,376,20208.48,0,22,9.6308,0.7458,1
64,60107.37,12051.0,24,394,39147.53,0,0,7.9158,0.2005,1
34,19322.23,48080.88,48,517,29499.27,0,15,18.9425,2.4884,1
34,24993.08,23911.39,60,667,32522.61,0,18,15.8065,0.9567,1
22,32889.84,29378.82,24,351,15860.71,0,11,6.2335,0.8932,1
57,16679.34,23752.07,48,573,5793.82,0,4,4.5244,1.424,1
25,48209.94,14140.12,48,743,27743.01,1,22,6.9789,0.2933,1
58,13850.86,40899.81,48,332,16579.31,0,4,15.1021,2.9529,1
65,65591.86,3366.62,24,715,37980.83,2,24,6.9742,0.0513,1
61,38630.1,35131.68,24,724,8148.47,0,6,2.9859,0.9094,1
67,33712.03,30525.09,48,306,25246.89,0,11,9.2131,0.9055,1
34,37180.91,8925.47,48,794,34709.42,0,13,11.2623,0.2401,1
59,47276.49,9963.44,48,653,16411.75,0,0,4.2184,0.2107,1
45,69962.85,33642.83,60,498,38169.87,0,5,6.6431,0.4809,1
40,108040.17,16982.66,60,734,3526.36,1,17,0.4231,0.1572,1
22,90070.1,14755.43,36,435,23683.57,0,5,3.21,0.1638,1
59,187027.88,4839.49,36,587,31206.78,0,18,2.0109,0.0259,1
26,73510.12,38791.19,24,707,8471.37,0,11,1.6467,0.5277,1
37,53326.52,44368.25,60,635,2785.37,0,17,0.7932,0.832,0
45,37263.92,41352.53,36,301,3655.96,0,2,1.5472,1.1097,1
48,38014.41,24369.64,48,484,13109.55,0,10,4.2986,0.6411,1
22,67739.37,27629.91,48,737,9315.28,0,3,1.7522,0.4079,0
55,26912.16,13629.26,24,321,9343.66,1,12,4.4195,0.5064,1
57,56240.12,10297.03,24,511,18611.58,0,0,4.0627,0.1831,1
25,48469.07,41504.06,36,776,3854.88,0,19,1.2398,0.8563,0
21,31670.53,40320.52,48,765,39822.27,0,5,15.407,1.2731,1
60,26089.44,39313.27,24,533,27984.4,0,20,13.625,1.5069,1
32,222978.47,24241.25,24,471,1696.59,0,13,0.1457,0.1087,0
56,21206.38,43496.37,60,817,27830.21,1,20,16.1584,2.0511,1
65,47067.82,46459.14,36,543,31777.2,0,8,8.4307,0.9871,1
43,102083.9,17760.53,24,720,8035.11,0,8,1.0315,0.174,0
67,67334.91,12785.34,36,678,33690.93,0,24,6.0675,0.1899,1
51,36896.75,24284.63,48,772,24664.72,0,6,8.1863,0.6582,1
31,23973.68,10607.67,36,640,32923.8,0,14,16.6275,0.4425,1
30,52990.71,44432.14,24,422,28809.4,0,9,6.9433,0.8385,1
23,10059.68,18223.54,60,733,28332.83,0,8,34.16,1.8115,1
34,54280.5,29656.25,36,487,6750.52,0,23,1.6745,0.5464,1
36,50055.91,30546.54,36,313,12973.98,0,23,3.3137,0.6102,1
30,93159.95,26719.42,48,369,21168.19,0,14,2.7984,0.2868,1
49,24686.11,9513.23,60,710,4945.59,0,20,2.4811,0.3854,1
30,40373.03,49568.03,36,617,19400.48,0,8,6.1756,1.2278,1
32,63712.81,10284.96,60,736,18090.15,0,23,3.4395,0.1614,1
50,55455.75,38072.35,24,445,9660.97,0,6,2.4338,0.6865,1
61,21903.73,39985.42,60,526,8388.85,1,23,4.961,1.8255,1
21,33239.66,8967.86,24,681,10271.28,0,24,3.843,0.2698,1
25,113544.14,46791.85,48,479,24401.72,1,22,2.6819,0.4121,1
40,57273.64,25412.42,48,835,16890.62,0,24,3.6499,0.4437,0
28,18061.36,32186.38,48,398,16851.38,0,7,11.6416,1.7821,1
63,83277.97,32824.93,24,690,7678.46,0,1,1.3035,0.3942,0
32,18778.0,26237.85,36,569,31600.96,0,2,20.6602,1.3973,1
21,40773.5,8817.06,24,393,28164.99,1,21,8.3973,0.2162,1
40,68731.71,38084.16,60,762,17448.46,1,21,3.1572,0.5541,1
48,101541.57,29925.72,60,584,6116.98,0,22,0.7818,0.2947,1
63,12055.13,7696.67,24,321,28730.68,0,1,28.9185,0.6385,1
57,75128.41,35615.45,48,301,36004.35,1,0,5.8694,0.4741,1
67,82210.21,35732.64,48,402,7541.35,0,11,1.2095,0.4346,1
57,35094.18,28327.35,60,335,24305.09,2,4,8.4722,0.8072,1
32,51768.93,6346.34,60,573,17260.2,0,17,4.0254,0.1226,1
57,7854.3,18926.91,36,350,3962.19,0,24,6.8568,2.4098,1
69,9425.86,4444.36,36,442,29170.17,0,18,37.2935,0.4715,1
69,95331.89,24924.61,36,782,3310.32,0,1,0.5038,0.2615,1
64,35477.82,45509.46,60,316,28238.14,0,15,9.8078,1.2828,1
48,39825.9,2108.14,36,577,11605.54,3,22,3.5145,0.0529,1
67,56432.8,14798.66,60,737,22843.56,0,5,4.91,0.2622,1
35,39357.45,40393.24,60,735,6837.93,0,23,2.2901,1.0263,1
26,37226.82,2473.32,24,683,15150.43,0,24,4.9169,0.0664,1
64,62111.93,2488.32,36,431,4611.53,1,2,0.9043,0.0401,1
40,19983.82,31319.29,24,562,18958.49,0,7,12.1679,1.5672,1
34,98316.84,39881.59,24,693,8924.98,0,3,1.2922,0.4056,1
22,42695.55,39272.26,36,507,7923.25,0,17,2.5335,0.9198,1
29,26812.0,39419.74,60,525,4732.52,1,19,2.4121,1.4702,1
57,24732.52,19328.3,60,764,30734.64,0,3,15.0685,0.7815,1
40,50291.49,44370.76,60,657,25761.04,0,7,6.3233,0.8823,1
46,40789.72,2616.11,36,443,6697.71,0,23,1.9918,0.0641,1
49,19354.8,16985.06,60,653,19160.96,0,6,12.0553,0.8776,1
21,34163.02,18185.01,24,550,26604.94,0,19,9.6113,0.5323,1
55,30166.3,9947.41,48,675,35183.71,0,17,14.0783,0.3298,1
26,104517.93,18138.85,36,544,2853.1,0,0,0.3854,0.1735,0
57,53011.89,30122.44,48,317,14813.02,1,17,3.4952,0.5682,1
25,125693.75,26973.41,24,784,24830.15,0,1,2.4778,0.2146,1
53,32016.78,17332.51,48,301,1116.89,0,18,0.554,0.5414,0
69,41164.06,37967.72,24,675,10119.29,0,9,3.4111,0.9224,1
34,61816.89,36309.95,48,465,29923.57,2,20,5.9557,0.5874,1
32,70437.39,15473.43,48,628,14551.59,3,0,2.534,0.2197,1
62,75553.38,17514.96,60,747,3837.54,0,20,0.6559,0.2318,0
40,28776.5,15800.97,48,391,25250.52,1,6,10.6669,0.5491,1
44,29266.32,8184.86,24,819,10377.09,0,13,4.3947,0.2797,1
63,39606.47,38133.52,24,551,28215.34,1,0,9.0301,0.9628,1
54,119198.34,4221.27,24,338,36056.91,0,3,3.6476,0.0354,1
45,26892.16,9227.86,36,735,21350.43,0,10,9.6415,0.3431,1
49,35733.54,7054.62,24,661,24166.18,0,1,8.2142,0.1974,1
59,75956.4,41616.27,36,382,20819.03,1,7,3.4717,0.5479,1
51,73556.75,4112.41,24,326,32788.96,1,17,5.3771,0.0559,1
67,68408.41,33902.11,36,320,10047.73,0,16,1.9277,0.4956,1
63,51457.22,4134.78,48,517,16360.98,2,13,3.8355,0.0804,1
43,25872.08,39749.28,48,344,35853.74,0,17,17.0138,1.5364,1
64,32387.71,45810.28,24,706,29084.02,0,9,11.4832,1.4144,1
58,96364.59,25368.47,36,778,13143.39,1,19,1.7245,0.2633,0
40,77978.03,40618.01,60,636,33388.97,0,20,5.2424,0.5209,1
43,22004.65,35907.71,60,447,9933.56,0,17,5.7435,1.6318,1
65,82592.53,40190.49,60,710,25550.08,3,19,3.8095,0.4866,1
36,107502.25,38805.21,48,813,38280.05,0,22,4.3633,0.361,1
62,50629.94,11857.66,48,684,23201.08,1,4,5.5575,0.2342,1
28,63308.11,25978.83,36,781,32078.95,1,7,6.2173,0.4104,1
41,89939.38,48099.88,24,400,29549.51,0,9,4.21,0.5348,1
21,32291.85,18489.58,48,413,34695.98,1,24,13.0365,0.5726,1
28,198344.1,48583.38,24,561,38766.19,0,0,2.4679,0.2449,1
49,102114.17,29991.76,60,721,1381.5,0,16,0.2211,0.2937,0
52,67132.05,24157.35,60,353,1600.86,0,18,0.3581,0.3598,1
58,48016.27,33572.36,24,487,23979.68,0,23,6.3425,0.6992,1
25,65964.14,41160.28,36,838,38192.69,1,16,7.1559,0.624,1
67,19222.38,20921.99,60,489,19684.48,0,9,12.5062,1.0884,1
42,170971.59,3581.8,36,846,33671.29,0,17,2.3703,0.0209,0
67,96503.54,36022.7,60,357,30832.36,1,0,3.9086,0.3733,1
54,117996.25,47896.01,48,802,20180.96,0,16,2.1538,0.4059,1
21,49933.84,31999.36,60,488,20770.31,0,12,5.1196,0.6408,1
46,39490.94,11043.89,36,847,17723.32,1,24,5.4788,0.2797,1
63,32709.33,13915.64,48,612,10461.85,0,9,3.9445,0.4254,0
30,79869.14,45668.03,60,468,34419.13,1,0,5.2857,0.5718,1
50,36043.14,2650.98,48,430,8778.02,0,19,2.9409,0.0736,1
38,43808.62,28339.84,48,451,36323.36,0,6,10.1114,0.6469,1
37,68039.21,9616.53,60,404,14709.24,0,20,2.6225,0.1413,1
46,33004.63,15572.69,24,666,1546.64,0,12,0.7983,0.4718,0
28,91708.29,16735.12,24,391,7150.93,0,20,1.0269,0.1825,1
67,48501.76,12525.57,36,731,35569.08,1,6,8.8864,0.2582,1
60,19833.51,40032.9,36,604,5573.56,0,5,4.045,2.0184,1
69,32793.92,17946.04,60,327,29681.56,0,21,10.9706,0.5472,1
32,107464.01,18583.28,48,587,7721.14,0,12,0.9054,0.1729,0
47,27939.55,23744.33,48,654,20207.85,0,7,8.8917,0.8498,1
28,83821.64,45310.17,24,843,8605.68,1,15,1.5023,0.5406,0
45,52733.39,35032.31,24,703,13660.03,2,8,3.4406,0.6643,1
66,44222.09,4963.99,48,435,5430.48,0,12,1.5017,0.1123,1
24,221362.41,3884.57,48,367,22462.09,0,1,1.2221,0.0175,1
53,22685.25,29186.68,36,453,14950.1,1,11,8.3371,1.2866,1
21,31442.63,44578.91,48,762,14936.63,0,11,6.055,1.4178,1
39,48336.49,17516.07,48,625,2023.68,1,14,0.593,0.3624,0
51,208866.3,13893.05,60,395,5877.07,3,19,0.351,0.0665,0
36,48404.08,37913.17,48,496,28447.45,0,9,7.2483,0.7833,1
34,57788.89,30900.39,24,407,12046.65,0,24,2.7689,0.5347,1
68,40074.63,29121.31,24,345,17961.73,1,13,5.7418,0.7267,1
25,60789.79,9166.46,36,485,30641.18,1,16,6.0989,0.1508,1
61,41593.93,10446.14,36,753,18067.92,0,9,5.2964,0.2511,1
46,74398.69,15525.81,60,622,9411.56,1,23,1.5598,0.2087,0
48,78003.77,11928.27,36,584,22218.06,2,10,3.469,0.1529,1
22,42596.91,48629.35,48,382,32147.64,0,16,9.3417,1.1416,1
26,24952.07,2893.33,48,626,24185.85,0,10,11.6605,0.116,1
29,51851.64,32050.7,60,748,17097.16,0,14,4.0804,0.6181,1
53,113694.81,26844.74,24,620,5462.17,0,3,0.6946,0.2361,1
61,29851.9,17516.06,48,444,10324.17,0,24,4.2968,0.5868,1
45,59895.11,44604.26,48,577,37871.7,0,3,7.7738,0.7447,1
68,23778.94,34167.8,60,313,30986.42,0,20,15.9246,1.4369,1
33,26268.23,49921.01,24,561,3959.09,0,14,2.7588,1.9004,1
29,106960.99,10095.49,36,713,717.83,2,13,0.112,0.0944,0
